Red Checkpoint;Blue Checkpoint;Game Moves;Winner
10;7;D2 D2 G7 I10 H10 H4 I4 H6 G6 H5 F5 F4 G4 H2 G3 G2 F3 F2 E3 E2 D3 D2 C3 C2 I2 H3 J5 I7 K6 J8 G5 I3 J2 J3 A4 A5 B5 K3 B2 B3;Blue
11;7;D2 D2 G7 I10 H10 H4 I4 H6 G6 H5 F5 F4 G4 H2 G3 G2 F3 F2 E3 E2 D3 D2 C3 C2 I2 H3 J5 I7 K6 J8 G5 I3 J2 J3 A4 A5 B5 K3 B2 B3;Blue
11;7;D5 D5 I5 I10 K10 J2 H3 I1 G2 G5 E6 F4 I4 H7 I7 I6 F8 G6 D5 D4 C5 C4 A5 B3 H5 G7 F6 F5 E5 B5 E3 B6 F3 J5 F7 H6 H4 K5 J6 A6;Blue
12;7;C6 C6 G7 I10 F9 H4 E5 E6 F5 F6 H5 G5 I4 J2 I3 I2 H3 H2 G3 G2 E3 F1 D2 E4 C5 D6 B7 C8 A9 B10 C7 D7 A10 A11 F4 D5 D4 B9 K2 K1;Blue
12;7;J2 J2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 K4 K3 B5 C3 A4 B2 D4 D3 C4 B3 A3 A2;Blue
13;7;D2 D2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B5 A5 A4 C4 K4;Blue
14;7;D2 D2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B5 A5 A4 C4 K4;Blue
15;7;C11 C11 G7 H4 F5 F6 H5 G5 I4 I3 K2 J3 D6 D7 B8 C7 B7 C9 A10 A11 B10 B6 C6 B11 C10 C11 D10 D11 E10 E11 G10 F10 G9 F9 G8 E8 E9 F8 F7 E7;Blue
15;7;D3 D3 G7 I10 K10 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D3 C3 B5 D5 B4 E2 K3 D2 C5 F5 A6;Blue
8;0;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E3 E4 E2 F1 G1 F3 C11;Red
8;0;G7 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E3 E4 E2 F1 G1 G2 C11;Red
8;1;I1 I1 G7 I10 F9 H4 E5 F6 D7 D8 E7 E8 F7 F8 G8 F5 E6 E4 F4 G2 F3 F2 H3 I1 J2 I3 I2 J1 K1 H5 G4 G5 E9 E3 H1 G3 H2 E10 F10 E11 F11;Red
8;2;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 E1 D2 D1 F2 D4 C5 C2 E2 F1 G1 F3 E3 E4 C11;Red
8;2;E4 E4 H4 G8 H8 H7 E7 D9 F8 F9 E9 E10 D10 I1 G6 J2 G3 G2 E3 F1 D2 F4 F3 E4 F2 G1 E2 E5 F5 G4 G5 I2 D1 C5 H3 H2 I3 J3 D11 E8 F7;Red
8;4;B10 B10 C4 C2 D2 C5 D5 D8 F7 F8 E8 D10 E9 E10 G9 F9 H7 G7 H6 G6 H5 H4 G5 G4 F5 F4 E5 E3 D4 D3 C3 E4 D1 B4 G11 H8 G8 F11 H10 H9 G10;Red
8;4;J11 J11 G7 E4 H5 I3 G4 H2 F3 G1 E2 G3 F4 F5 G5 F6 G6 F9 H8 G10 I9 H11 J10 I10 J9 J11 I11 H7 G8 F8 F7 E8 E7 E6 H3 I2 F2 D6 F1 H10 H9;Red
9;0;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E3 E4 E2 F1 G1 F3 C11;Red
9;0;G7 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E3 E4 E2 F1 G1 G2 C11;Red
9;1;G11 G11 D10 E4 J4 G7 F7 G5 G6 H5 I6 H8 I8 I7 K6 J7 E6 F4 B5 B6 C5 C6 D5 D4 C4 D3 C3 D6 E5 F5 F6 B2 D2 F9 E9 F8 E8 D9 D11 E1 D1;Red
9;2;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 E1 D2 D1 F2 D4 C5 C2 E2 F1 G1 F3 E3 E4 C11;Red
9;2;E4 E4 H4 G8 H8 H7 E7 D9 F8 F9 E9 E10 D10 I1 G6 J2 G3 G2 E3 F1 D2 F4 F3 E4 F2 G1 E2 E5 F5 G4 G5 I2 D1 C5 H3 H2 I3 J3 D11 E8 F7;Red
9;3;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
9;4;A3 A3 G7 I10 K10 H5 F6 G4 E5 F3 D4 E2 J3 J2 C3 D1 A2 C2 B3 B2 A3 B1 A1 F10 E10 F9 E9 F8 E8 F7 E7 G6 D11 E4 D5 F4 D3 D2 E3 F2 F5;Red
9;4;H6 H6 I6 H9 G9 H8 G8 H7 G7 H5 J4 I3 K2 K1 J2 J1 I2 I1 G2 H2 G3 H3 F6 G4 E5 E4 F4 F5 E6 E7 F7 D6 G6 G5 F3 D7 F10 H4 H1 C6 F11;Red
9;4;J11 J11 G7 E4 H5 I3 G4 H2 F3 G1 E2 G3 F4 F5 G5 F6 G6 F9 H8 G10 I9 H11 J10 I10 J9 J11 I11 H7 G8 F8 F7 E8 E7 E6 H3 I2 F2 D6 F1 H10 H9;Red
9;6;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 H4 F4 H1;Red
9;7;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 H4 F4 H1;Red
9;7;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
10;0;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E4 F3 E3 E6 F1 G6 C11;Red
10;0;G7 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E4 E3 E2 F1 G1 G2 C11;Red
10;1;B5 B5 J10 K11 G7 H5 F6 G4 E5 F3 D4 C3 E3 F2 D2 C4 D3 F10 E9 D11 C10 D9 D10 E8 F8 F7 G6 H6 G5 H4 E4 F5 E6 E7 D7 C9 D8 A10 C11 C8 D1;Red
10;2;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 E1 D2 D1 F2 D4 C5 C2 E2 F1 G1 F3 E3 E4 C11;Red
10;3;B5 B5 J10 K11 G7 H5 F6 G4 E5 F3 D4 C3 E3 F2 D2 C4 D3 F10 E9 D11 C10 D9 D10 E8 F8 F7 G6 H6 G5 H4 E4 F5 E6 F4 E1 D6 D7 C6 G1 I5 C11;Red
10;3;B7 B7 G7 I10 F9 H5 F6 G4 E5 F3 D4 C3 E2 E8 B9 B10 F8 F5 E6 E4 D5 E3 D3 C5 H6 I5 G6 G5 F7 D6 C6 B6 G10 F4 F1 K4 H4 I4 E11 A7 E10;Red
10;3;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
10;4;A5 A5 I5 I10 K10 K11 J2 J3 I3 I4 H4 H5 F6 F7 E7 D9 A10 E8 C8 A11 C10 C9 B10 B9 A9 B8 A8 B6 B7 C6 C7 D6 D7 G4 G5 F5 E6 E5 J1 G6 C11;Red
10;4;H6 H6 I6 H9 G9 H8 G8 H7 G7 H5 J4 I3 K2 K1 J2 J1 I2 I1 G2 H2 G3 H3 F6 G4 E5 E4 F4 F5 E6 E7 F7 D6 G6 G5 F3 D7 F10 H4 H1 C6 F11;Red
10;6;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 F4 F3 H1;Red
10;7;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 F4 F3 H1;Red
10;7;I7 I7 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 C9 D7 G7 F9 H8 G10 I9 H11 J10 J11 I11 I10 J9 H9 I8 F7 G6 H6 H7 I6 H1 I5 H4 H3 I3 I2 F5;Red
10;7;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
11;0;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E4 F3 E3 E6 F1 G6 C11;Red
11;0;G7 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E4 E3 E2 F1 G1 G2 C11;Red
11;2;A1 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 E1 D2 D1 F2 D4 C5 C2 E2 F1 G1 F3 E3 E4 C11;Red
11;3;H9 H9 G9 E4 F4 E6 F6 F5 G5 H3 G4 G2 F3 F2 E3 E2 C3 D3 B5 C5 B6 C6 B7 C7 B8 C8 B9 C9 B10 C10 B11 D1 B2 C4 B4 A10 D2 E1 C2 C1 B1;Red
11;3;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
11;4;B10 B10 C4 C2 D2 C5 D5 D8 F7 F8 E8 D10 E9 E10 G9 F9 H7 G7 H6 G6 H5 H4 G5 G4 F5 F4 E5 E3 D4 D3 C3 E4 D1 B4 G11 H8 G8 F11 H10 H9 G10;Red
11;4;C7 C7 C4 D8 F7 F6 G6 H4 G5 G4 F5 F4 E5 E4 D5 D4 C5 C3 D3 E1 F2 E3 E2 F1 G1 F3 H5 I4 F9 E11 G10 F8 E8 D10 D9 C10 E9 E10 F10 G9 F11;Red
11;4;H6 H6 I6 H9 G9 H8 G8 H7 G7 H5 J4 I3 K2 K1 J2 J1 I2 I1 G2 H2 G3 H3 F6 G4 E5 E4 F4 F5 E6 E7 F7 D6 G6 G5 F3 D7 F10 H4 H1 C6 F11;Red
11;7;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
12;0;G7 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E4 E3 E2 F1 G1 G2 C11;Red
12;3;B7 B7 G7 I10 F9 H5 F6 G4 E5 F3 D4 C3 E2 E8 B9 B10 F8 F5 E6 E4 D5 E3 D3 C5 H6 I5 G6 G5 F7 D6 C6 B6 G10 F4 F1 K4 H4 I4 E11 A7 E10;Red
12;3;H9 H9 G9 E4 F4 E6 F6 F5 G5 H3 G4 G2 F3 F2 E3 E2 C3 D3 B5 C5 B6 C6 B7 C7 B8 C8 B9 C9 B10 C10 B11 D1 B2 C4 B4 A10 D2 E1 C2 C1 B1;Red
12;3;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
12;4;A5 A5 I5 I10 K10 K11 J2 J3 I3 I4 H4 H5 F6 F7 E7 D9 A10 E8 C8 A11 C10 C9 B10 B9 A9 B8 A8 B6 B7 C6 C7 D6 D7 G4 G5 F5 E6 E5 J1 G6 C11;Red
12;4;H6 H6 I6 H9 G9 H8 G8 H7 G7 H5 J4 I3 K2 K1 J2 J1 I2 I1 G2 H2 G3 H3 F6 G4 E5 E4 F4 F5 E6 E7 F7 D6 G6 G5 F3 D7 F10 H4 H1 C6 F11;Red
12;4;J11 J11 G7 E4 H5 I3 G4 H2 F3 G1 E2 G3 F4 F5 G5 F6 G6 F9 H8 G10 I9 H11 J10 I10 J9 J11 I11 H7 G8 F8 F7 E8 E7 E6 H3 I2 F2 D6 F1 H10 H9;Red
12;6;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 H4 F4 H1;Red
12;7;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 H4 F4 H1;Red
12;7;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
13;0;G7 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E4 E3 E2 F1 G1 G2 C11;Red
13;2;E4 E4 H4 G8 H8 H7 E7 D9 F8 F9 E9 E10 D10 I1 G6 J2 G3 G2 E3 F1 D2 F4 F3 E4 F2 G1 E2 E5 F5 G4 G5 I2 E1 E8 F7 D8 D11 G7 H1 H2 H3;Red
13;3;B7 B7 G7 I10 F9 H5 F6 G4 E5 F3 D4 C3 E2 E8 B9 B10 F8 F5 E6 E4 D5 E3 D3 C5 H6 I5 G6 G5 F7 D6 C6 B6 G10 F4 F1 K4 H4 I4 E11 A7 E10;Red
13;3;H9 H9 G9 E4 F4 E6 F6 F5 G5 H3 G4 G2 F3 F2 E3 E2 C3 D3 B5 C5 B6 C6 B7 C7 B8 C8 B9 C9 B10 C10 B11 D1 B2 C4 B4 A10 D2 E1 C2 C1 B1;Red
13;3;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
13;4;H6 H6 I6 H9 G9 H8 G8 H7 G7 H5 J4 I3 K2 K1 J2 J1 I2 I1 G2 H2 G3 H3 F6 G4 E5 E4 F4 F5 E6 E7 F7 D6 G6 G5 F3 D7 F10 H4 H1 C6 F11;Red
13;4;J11 J11 G7 E4 H5 I3 G4 H2 F3 G1 E2 G3 F4 F5 G5 F6 G6 F9 H8 G10 I9 H11 J10 I10 J9 J11 I11 H7 G8 F8 F7 E8 E7 E6 H3 I2 F2 D6 F1 H10 H9;Red
13;7;I7 I7 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 C9 D7 G7 F9 H8 G10 I9 H11 J10 J11 I11 I10 J9 H9 I8 F7 G6 H6 H7 I6 H1 I5 H4 H3 I3 I2 F5;Red
13;7;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
14;0;G7 G7 E8 F6 D7 E5 D5 D6 B7 C6 B6 C7 B8 C10 C4 A10 B10 B9 C8 C9 D10 D8 E7 C3 D3 D9 E9 F7 C5 E1 D2 D1 F2 D4 E4 E3 E2 F1 G1 G2 C11;Red
14;3;H9 H9 G9 E4 F4 E6 F6 F5 G5 H3 G4 G2 F3 F2 E3 E2 C3 D3 B5 C5 B6 C6 B7 C7 B8 C8 B9 C9 B10 C10 B11 D1 B2 C4 B4 A10 D2 E1 C2 C1 B1;Red
14;3;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
14;4;H6 H6 I6 H9 G9 H8 G8 H7 G7 H5 J4 I3 K2 K1 J2 J1 I2 I1 G2 H2 G3 H3 F6 G4 E5 E4 F4 F5 E6 E7 F7 D6 G6 G5 F3 D7 F10 H4 H1 C6 F11;Red
14;4;J11 J11 G7 E4 H5 I3 G4 H2 F3 G1 E2 G3 F4 F5 G5 F6 G6 F9 H8 G10 I9 H11 J10 I10 J9 J11 I11 H7 G8 F8 F7 E8 E7 E6 H3 I2 F2 D6 F1 H10 H9;Red
14;6;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 H4 F4 H1;Red
14;7;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 J6 H7 I10 H10 H6 G6 H5 G4 G5 F5 G2 H2 G3 H3 D10 G10 H8 H11 E5 H4 F4 H1;Red
14;7;I8 I8 F6 F5 G5 H3 K2 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J9 K9 J1 I1;Red
15;1;B4 B4 G7 I10 F9 H5 F6 G4 E5 F3 D4 E2 C3 B2 C2 C1 D1 D3 C4 B3 E8 E11 G10 G11 F11 F10 G9 H11 E10 D11 C10 D10 D9 E9 F8 F4 E4 E3 F5 G5 G6;Red
15;1;E4 E4 H4 G8 H8 H7 E7 D9 F8 E10 F9 F10 G9 G10 I9 H9 I8 I10 H10 G11 H11 I1 J2 I3 H3 I2 G2 G6 F5 G4 G5 H5 F6 G3 H2 F4 E5 E4 H1 F7 E8;Red
15;4;A3 A3 G7 I10 F9 H5 F6 G4 E5 F3 D4 E2 J3 J2 C3 D2 A2 C2 B3 B2 A3 B1 A1 F10 E10 E3 E4 F4 D3 C4 C5 B5 F1 F2 F5 G5 G6 H6 G8 J5 E11;Red
15;4;A8 A8 C4 C2 D2 C5 D5 D8 H7 H8 G8 F10 E9 D11 C10 H4 F6 F5 E6 E5 D6 D4 E4 F2 E3 E2 D3 C3 E1 F3 F4 G3 C11 D10 D9 E8 F8 F7 G6 G7 H6;Red
15;6;B7 B7 G7 I10 F9 H5 F6 G4 E5 E4 F4 H2 F3 F2 D3 E1 C2 E3 C5 D6 D5 F5 E6 D4 C4 C6 B6 B8 F7 B7 D2 E10 F10 E9 F8 G9 E11 G8 H1 G3 D1;Red
8;0;C6 C6 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B8 B7 C7 D6 B5 A5 A8 F5 K3;Blue
9;0;C6 C6 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B8 B7 C7 D6 B5 A5 A8 F5 K3;Blue
10;0;B2 B2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 K4 K3 B5 D3 C3 D1 D2 E1 E2 F1 C2 C1 B1 A2;Blue
10;0;C6 C6 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B8 B7 C7 D6 B5 A5 A8 F5 K3;Blue
10;0;D5 D5 I5 I10 K10 J2 H3 I1 G2 G5 E6 F4 I4 H7 I7 I6 F8 G6 D5 D4 C5 C4 A5 B3 H5 G7 F7 F6 E7 F5 E5 B4 F3 E3 J6 J5 H6 K5 E10 B5 A6 A4;Blue
11;0;B2 B2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I4 I5 C3 D1 E2 D3 C4 D2 C2 C1 B1 B3 A4 A3 F5 K3;Blue
11;0;I10 I10 G7 E4 D4 D5 H4 G6 H6 H5 J4 I5 J5 I6 J6 I7 J7 I8 J8 I9 J10 K8 H9 H8 K9 F7 B6 C7 A8 B9 D8 E6 F6 E7 D7 D6 C8 B8 F5 E5 G4 A9;Blue
12;0;B2 B2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 K4 K3 B5 D3 C3 D1 D2 E1 E2 F1 C2 C1 B1 A2;Blue
12;0;C6 C6 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 K4 K3 B5 B6 C5 C3 A4 B2 D4 D3 C4 B3 D5 F5 E6 A2;Blue
13;0;C6 C6 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B8 B7 C7 D6 B5 A5 A8 F5 K3;Blue
14;0;C6 C6 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B8 B7 C7 D6 B5 A5 A8 F5 K3;Blue
15;0;B2 B2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 K4 K3 B5 D3 C3 D1 D2 E1 E2 F1 C2 C1 B1 A2;Blue
15;0;C1 C1 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 C3 C4 D4 D3 A5 B4 A4 B6 B5 C5 D5 K3 B2 A6;Blue
15;0;D3 D3 G7 I10 K10 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D3 C3 B5 D5 C5 F5 G6 F7 B4 E2 A6 F9 K3;Blue
15;0;E7 E7 F6 F7 G6 G7 H7 H6 J5 I6 J6 I7 J7 I9 I8 H9 H8 G9 G8 F9 F8 E9 B10 C8 E8 D9 A9 B7 D8 C9 C10 B9 D10 K8 C11 A10 B8 C7 D7 D6 G4 J8;Blue
15;0;J11 J11 G7 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 K4 K3 B5 B6 C5 C3 A4 B2 D4 D3 C4 B3 I6 B4 H6 A3;Blue
8;1;A11 A11 D5 D4 E4 E7 G6 F8 H7 H8 G8 F10 G9 G10 F9 E10 H10 H9 C11 D9 E9 D10 C10 C9 A10 B8 C8 B9 K7 I9 J9 J6 I7 J7 I8 J8 K8 K5 I6 K6 I10 A9;Blue
8;1;B2 B2 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B8 B7 C7 D6 B6 A6 A8 F5 K3;Blue
8;1;B10 B10 C4 C2 D2 C5 D5 C7 E6 D8 F7 F8 E8 D10 E9 E10 F10 F9 D9 C10 B10 C9 A8 B9 H7 H8 G8 G9 K7 I7 J6 I6 J5 I5 J4 I4 J3 I3 K2 K1 H3 A10;Blue
8;1;C4 C4 J10 K11 G7 H5 F6 G4 E5 F3 D4 E2 J3 J2 C3 D1 B2 C4 E3 F2 E4 F4 F5 H3 C2 C1 B1 B3 A4 B4 A5 B6 C5 B5 I11 K2 D9 H4 I3 I2 F7 A3;Blue
8;1;C6 C6 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B6 A6 B8 B7 C7 D6 B5 A5 A8 F5 K3;Blue
8;1;D3 D3 J9 J11 K11 K10 I11 I5 G6 H4 F5 F4 G4 H2 G3 G2 F3 F2 H3 I2 J2 I3 E3 E2 C3 D3 K3 J5 D4 C5 K4 K5 E4 D1 B2 B5 J7 J4 J3 I4 J1 A6;Blue
8;1;I10 I10 D5 D4 C5 C3 E4 D6 E6 E7 G6 F8 H7 H8 G8 F10 G9 G10 F9 E10 H10 H9 C11 D9 E9 D10 C10 C9 A10 B8 K7 I9 K8 K9 K10 B9 I7 I8 J7 J8 K6 A9;Blue
8;1;J1 J1 G7 I10 F9 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 D4 D5 C5 C6 A7 B8 B7 C7 D6 B6 A6 A8 F5 K3;Blue
