Red Checkpoint;Blue Checkpoint;Game Moves;Winner
15;7;B4 B4 G7 I10 F9 H5 F6 G4 E5 F3 D4 E2 C3 B2 C2 C1 D1 D3 C4 B3 E8 E11 G10 G11 F11 F10 G9 G8 F8 E9 D9 C11 D10 D11 C10 B11 E10 I11 H10 H11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B6 A6 B5 A5 B4 A4 A3 F5 F4 E4 E3 J11 J9 C5 C6 C7 D7 C8 C9 D8 J8 B1 K9 F1 H9 H8 I8 I7 J7 H7 G6 F7;Red
15;7;D8 D8 E5 D8 F7 F6 E7 E6 C7 D7 B9 C10 B10 C6 D6 D5 E4 F2 D3 E1 C2 D4 E3 F3 F4 G3 D2 B7 B11 D9 E8 E9 F8 F9 G8 G9 I8 H8 I7 H7 I6 H6 I5 H5 I4 I3 J3 J2 G4 H3 G5 G6 H10 I9 H9 K2 D1 G7 G11 G10 H11 F5 H2 A9 B1 A7 I1 A6 I11 K8 K7 J8 J7 B6 K9 J9 B3 F10 J10 A8 B8;Red
15;7;E11 E11 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H9 I8 H8 I7 H7 I6 H6 I5 H5 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 G3 G4 H4 F4 D6 E4 D4 D5 B6 C6 B7 C5 B5 B4 C4 E1 C7 C3 E3 F2 F3 H1 H2 I1 J1 D10 D9 C10 F11 E11 H10 G11 I10 I11 J11 A10 F7 E7 E6;Red
8;0;E7 E7 F6 F7 D8 D9 E8 E9 F8 F9 H8 G8 H7 G7 H6 G6 H5 H4 I4 I3 K2 J3 K3 J4 K4 J5 K5 J6 K6 J8 J7 K1 J2 J1 I2 I1 H2 H1 G2 G1 E2 F2 E3 F3 E4 F4 E5 F5 E6 D4 D5 C5 A6 B4 H3 G4 F1 B5 K7 K8 I8 I9 H9 G11 H10 H11 F10 G9 G10 F11 E11 E10 C11 D10 C10 C9 A10 A9 B8 B10 A11 B9;Blue
8;0;I8 I8 J9 J8 G7 F9 H8 G10 I9 H11 J10 J11 I11 H5 F6 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 B5 D3 C3 C6 A7 B8 B7 C7 D6 D5 C5 B6 A6 A8 C8 K6 C4 I4 A4 E1 B2 D1 C2 C1 B1 D2 D4 F5 E6 A3 B3 H6 G6 I5 F8 E9 E8 D9 C9 C10 B10 B11 A11 D8 D7 A2 A1 K4;Blue
11;0;F6 F6 G6 G5 I4 H5 I5 H6 I6 H8 I8 I7 H7 G8 F8 G7 F7 I3 K2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J10 J9 I10 I9 H10 H9 G10 G9 F10 F9 E10 D9 C11 B10 E9 E8 B11 A11 K1 J2 J1 I2 I1 H2 H1 G2 G1 E2 F2 E3 F3 E4 F4 E5 F5 E6 E7 D7 D8 C9 C8 C10 B9 F1 H11 K9 K10 D10 D11 B1 A10;Blue
12;0;C8 C8 C4 C3 D3 D6 F5 F6 E6 E7 G6 G5 I4 H5 I5 H6 I6 H8 I8 I7 K6 J7 K7 J9 J8 H10 G9 H7 G7 G8 F8 F9 E9 E10 D10 D11 C11 J2 I3 I2 G3 H1 F2 G4 F4 G1 F1 G2 F3 E2 E3 E1 E11 F10 G10 H9 F11 A4 H4 J6 K5 J5 K4 J4 K3 J3 K2 K1 C9 D8 C8 D7 C7 C6 A7 B7 A8 B5 C5 B6 A6 A5;Blue
14;0;B5 B5 J10 K11 F6 G4 J3 J2 E5 F3 D4 C3 I2 I3 D3 D2 F2 E3 E4 F4 F5 C4 H4 H3 G2 G3 F1 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 H9 H10 I9 I10 J9 I11 J11 H7 J6 I5 K4 I7 J7 I8 J8 J5 K5 K2 H5 I4 J4 A10 K1 D10 I6 H6 G5 G6 F7 E7 E6 D8 D9 C10 H1 A9 F11 E1 G1 A6 C5 B5;Blue
15;0;F11 F11 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H9 I8 H8 I7 H7 I6 H6 I5 H5 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 K5 J6 D10 D11 C10 B11 H10 G11 I10 I11 J11 K8 K7 J8 J9 A9 C8 A10 B1 D7 C7 D5 D6 E5 E6 G4 H4 C6 I1 A6 F4 G3 F3 G1 G2 H1 H2 A7 B7 B6;Blue
8;1;B8 B8 C4 C3 D3 E5 D5 D6 B7 C8 B9 B10 C9 C10 E9 D9 E8 D11 F10 C7 B6 C6 C5 E2 E3 F2 F3 G2 G3 H3 J2 I4 K3 J5 H4 I3 J4 I5 H5 J3 K2 K4 J1 A10 E10 E4 F4 F5 G4 G5 G6 F6 H6 F7 G7 F8 G8 F11 E11 H1 I2 K9 F9 G9 H8 H9 G1 H11 G11 G10 F1 J8 B1 B2 A2 B3 A4 A3 A1 I9 A5 D2;Blue
8;1;E9 E9 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 D10 E9 F9 F10 D9 D8 C9 C7 I7 H9 J8 I10 K9 J11 H10 I9 J9 I8 J7 J10 K10 K11 A8 B6 H7 H8 F7 C8 B8 B7 A7 A6 C6 D6 D5 E5 E4 K7 I11 K6 J6 E3 F3 G1 F2 F1 H2 G3 G2 H1 I1 I2 J4 K1 J2 J1 C4 B3 D2 E2 D4 D3 C3 B4 E1 A4 H4 G4;Blue
9;1;G10 G10 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H8 H9 I8 K7 J8 K8 J6 K5 K6 D10 D11 C10 B11 A11 A10 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 A7 A6 B5 B6 C5 C6 B7 C7 B8 C8 C9 D8 D9 E1 C3 C2 F2 E3 E2 D3 D2 D1 G1 F3 F1 E4 D4 F4 D7 D6 E6 E5;Blue
9;1;H8 H8 D8 E4 D4 D5 G5 F7 E6 H3 F4 G2 F3 F2 E3 E2 C3 D3 C4 D1 B2 C5 A6 B5 A5 B7 B6 C6 I3 J1 K1 J2 K2 J3 K3 J4 K4 J5 K5 J7 J6 I7 I6 H7 H6 G7 G6 E7 F6 D7 E8 F8 E9 B4 A4 A7 C7 C8 D6 E5 F5 K6 D11 I2 H5 K7 E10 F9 D10 G8 H4 G4 G3 H2 C1 A3 B3 A8 B8 B9 I1 A9;Blue
11;1;A9 A9 C4 C2 D2 C5 D5 C7 E6 D8 F7 F8 E8 D10 E9 E10 F10 F9 D9 C10 B10 C9 A8 B6 H7 H8 G8 G9 B9 C8 B7 C6 K7 I7 J6 I6 J5 J8 K8 J10 J9 I10 I9 H10 H9 G10 K9 K10 G5 F4 H3 G2 J2 I3 I2 A10 I11 E3 D4 D3 C3 B4 E4 F3 D1 B5 G4 G3 H4 I4 H5 I5 J4 J3 K3 K2 H6 K5 J7 I8 G11 A5;Blue
12;1;C9 C9 J3 I10 H10 E4 C4 C3 B4 B3 D3 C5 F4 G2 F3 F2 E3 E1 E2 F1 D2 D1 C2 C1 A2 B2 G3 H2 H3 I2 J2 J1 K1 G5 F5 F6 E6 E7 C8 D7 C7 D6 C6 D5 E5 H6 I6 I5 K4 J5 K5 J7 I7 J6 H7 G8 H9 H8 I8 J4 K3 K7 G9 F8 G11 K6 F11 A10 F7 E8 A1 A3 G10 F10 H11 G6 G7 F9 I1 A6 B5 B6;Blue
13;1;G5 G5 E6 F7 D8 D9 E8 E9 F8 F9 H8 H9 G9 F11 G10 G11 I10 H10 J8 I8 J7 I7 J6 I6 J5 I4 K3 J2 C9 B11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B5 B6 C5 C6 D5 F4 D6 E5 D7 C8 C7 E4 A6 F3 G1 E2 E11 C11 C10 D4 I9 J9 I11 H11 F2 E3 D3 F1 F6 F5 H6 I5 H5 J4 K2 J3 I3 H4 H3 G4 G3 E1 G6;Blue
14;1;G5 G5 E6 F7 D8 D9 E8 E9 F8 F9 H8 H9 G9 F11 G10 G11 I10 H10 J8 I8 J7 I7 J6 I6 J5 I4 K3 J2 C9 B11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B5 B6 C5 C6 D5 F4 D6 E5 D7 C8 C7 E4 A6 F3 G1 E2 E11 C11 C10 D4 I9 J9 I11 H11 F2 E3 D3 F1 F6 F5 H6 I5 H5 J4 K2 J3 I3 H4 H3 G4 G3 E1 G6;Blue
8;2;A6 A6 C4 C3 D3 D2 E2 E1 F2 G1 H2 G2 G3 F3 E3 E4 C5 D4 D5 E6 C7 D8 C9 C8 A9 B8 A8 B7 A7 B6 A6 B5 A5 B4 A4 B2 B3 C2 G4 F6 H5 G7 H7 H6 J5 I6 J6 I4 K3 J2 I3 J3 H4 I5 J4 K2 I7 H8 I8 I9 H9 G11 H10 H11 F10 E11 F11 G10 G9 E10 F9 E9 I1 I10 H1 J8 B1 A3 G5 G6 F5 E5;Blue
8;2;B5 B5 J10 K11 G7 H5 F6 G4 E5 F3 D4 C3 E3 F2 I2 J3 D3 D2 F1 G2 H4 G5 I5 I4 F5 F4 E4 B3 H6 K3 F9 A5 G6 J4 F10 E8 G8 E7 D6 E6 D7 D8 C8 C9 A10 B9 A9 B8 A8 B6 B7 C6 C7 F8 F11 A2 H1 G3 H3 K4 I1 K5 G9 A7 I6 J5 H7 I3 H2 A6 I11 K6 I7 J6 H8 G11 G10 E1 B1 C2 B2 A4;Blue
8;2;F9 F9 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 J7 G9 I7 H9 I9 I8 J8 H6 J5 J4 I5 H5 I4 J1 K1 J2 K2 J3 K3 K4 H4 I11 I10 H11 G11 H10 J10 H8 H7 D10 J11 G3 H3 H2 I2 I1 E4 E3 F3 G1 G2 H1 F2 F1 E2 E1 D2 D1 B2 C2 B3 C3 B4 C4 B5 C5 B6 C6 B7 C7 B8 C8 C9 D8 C10 B11 F7 A10 C1 D9;Blue
8;2;G10 G10 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H8 H9 I8 K7 J8 K8 J6 K5 K6 D10 D11 C10 B11 A11 A10 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 A7 A6 B5 B6 C5 C6 B7 C7 B8 C8 C9 D8 D9 E1 C4 C3 D3 F2 G3 H1 H2 I1 J1 E3 D4 E4 D5 E5 D6 E6 D7 E7;Blue
9;2;G10 G10 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H8 H9 I8 K7 J8 K8 J6 K5 K6 D10 D11 C10 B11 A11 A10 I11 G4 I4 K1 I2 I3 J2 J3 K3 J4 K4 J5 A7 A6 B5 B6 C5 C6 B7 C7 B8 C8 C9 D8 D9 E1 C3 C2 F2 E3 E2 D3 D2 D1 G1 F3 F1 E4 D4 F4 D7 D6 E6 E5;Blue
10;2;D1 F6 G6 G5 I4 H5 I5 H7 I7 I6 K5 J5 K4 J4 K3 J1 J6 K1 J3 H2 F3 G1 E2 H4 I3 H3 I2 I1 G3 G4 D7 E5 D5 D6 B7 C6 B6 C8 C7 D8 E7 E8 F7 F8 G7 G8 H9 I8 H8 J7 C5 A9 B8 B9 E6 F5 D4 K6 G9 A7 E4 K7 F11 F1 E1 F10 G10 G11 H10 H11 J10 I10 J9 I9 I11 A8 K9 K8 J8 F9 F2 H6;Blue
13;2;G5 G5 E6 F7 D8 D9 E8 E9 F8 F9 H8 H9 G9 F11 G10 G11 I10 H10 J8 I8 J7 I7 J6 I6 J5 I4 K3 J2 C9 B11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B5 B6 C5 C6 D5 F4 D6 E5 D7 C8 C7 E4 A6 F3 G1 E2 E11 C11 C10 D4 I9 J9 I11 H11 F2 E3 D3 F1 F6 F5 H6 I5 H5 J4 K2 J3 I3 H4 H3 G4 G3 E1 G6;Blue
14;2;D1 F6 G6 G5 I4 H5 I5 H7 I7 I6 K5 J5 K4 J4 K3 J1 J6 K1 J3 H2 F3 G1 E2 H4 I3 H3 I2 I1 G3 G4 D7 E5 D5 D6 B7 C6 B6 C8 C7 D8 E7 E8 F7 F8 G7 G8 H9 I8 H8 J7 C5 A9 B8 B9 E6 F5 D4 K6 G9 A7 E4 K7 F11 F1 E1 F10 G10 G11 H10 H11 J10 I10 J9 I9 I11 A8 K9 K8 J8 F9 F2 H6;Blue
14;2;G5 G5 E6 F7 D8 D9 E8 E9 F8 F9 H8 H9 G9 F11 G10 G11 I10 H10 J8 I8 J7 I7 J6 I6 J5 I4 K3 J2 C9 B11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B5 B6 C5 C6 D5 F4 D6 E5 D7 C8 C7 E4 A6 F3 G1 E2 E11 C11 C10 D4 I9 J9 I11 H11 F2 E3 D3 F1 F6 F5 H6 I5 H5 J4 K2 J3 I3 H4 H3 G4 G3 E1 G6;Blue
15;2;A11 A11 D5 D4 E4 E7 G6 F8 H7 H8 G8 F10 G9 G10 F9 E10 H10 H9 C11 D9 C9 C10 B10 C8 A9 B7 J7 I9 K8 J10 E9 D10 B9 B8 K9 K10 C7 D7 D6 A10 B11 J9 K7 G7 H6 I8 I7 A8 J11 I11 I10 H11 G11 F11 F1 J8 K6 G1 F3 E2 H2 G2 G3 F4 E3 F2 H1 G4 H4 H3 G5 F5 F6 E6 E5 B3 I1 I2 E11 D2 I5 J2;Blue
8;3;H9 H9 G9 E4 G5 G7 F7 F8 D9 E8 D8 E7 D7 E6 D6 E5 D4 D5 B6 C6 B7 C5 B5 B4 C4 E1 C7 E3 C3 C2 D2 D1 E2 F1 F2 G1 G2 H1 I2 H2 H3 G3 G4 F4 I1 F6 G6 H7 A5 A4 F5 I7 K6 J8 J7 I6 J5 I5 J4 I4 J3 I3 J2 K7 H8 G8 G10 H9 G11 K8 I9 A7 B8 C8 B9 C9 B10 B11 A11 A3 B3 B2;Blue
9;3;I5 I5 H7 H8 G8 F10 I9 I10 H10 H9 J7 I7 J6 I5 K4 J3 K3 K2 E8 G5 E6 F4 D5 D4 E4 F2 F3 G2 E3 E2 D2 D3 I1 G3 A5 C3 B3 C5 B6 C6 B7 C1 C2 C7 B8 C8 B9 B10 C9 C10 D9 D10 F9 E10 G9 G10 H11 H6 B4 B5 A6 A10 E1 D7 D8 G6 F6 F5 E7 D6 E5 A8 E11 F11 J10 J4 F8 G7 F7 K11 J11 I6;Blue
12;3;A3 A3 G7 I10 K10 H5 I5 J3 I4 I3 G4 G3 H3 I1 H2 F6 H4 H1 I2 J1 G2 G1 E2 F2 K1 J2 E3 F3 E4 F4 E5 F5 D7 D8 E7 E8 F7 G8 F8 E10 F9 F10 E9 D10 C9 B11 A11 B10 C10 C11 A10 B9 A9 B8 A8 B7 A7 B6 A6 B5 A5 B4 A4 B3 A3 B1 B2 C2 A2 A1 E6 G9 C8 H9 C3 D2 D3 K7 J7 J8 I8 I9;Blue
12;3;I3 I3 G7 H4 F5 F6 H5 G5 I4 I3 K2 J3 K3 J4 K4 J5 K5 J6 K6 J7 K7 J8 K8 J10 J9 I10 I9 H10 H9 G10 G9 F10 F9 E10 D9 C11 B10 C10 B11 E9 E8 F8 F7 K1 J2 J1 I2 I1 G2 H2 G3 H3 E6 E7 C8 B9 D8 D7 C7 D6 C6 D5 C5 D3 D4 E3 E4 F3 F4 G4 H1 A10 E5 B4 G8 H6 G6 I5 D10 D11 F1 K10;Blue
13;3;G5 G5 E6 F7 D8 D9 E8 E9 F8 F9 H8 H9 G9 F11 G10 G11 I10 H10 J8 I8 J7 I7 J6 I6 J5 I4 K3 J2 C9 B11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B5 B6 C5 C6 D5 F4 D6 E5 D7 C8 C7 E4 A6 F3 G1 E2 E11 C11 C10 D4 I9 J9 I11 H11 F2 E3 D3 F1 F6 F5 H6 I5 H5 J4 K2 J3 I3 H4 H3 G4 G3 E1 G6;Blue
14;3;G5 G5 E6 F7 D8 D9 E8 E9 F8 F9 H8 H9 G9 F11 G10 G11 I10 H10 J8 I8 J7 I7 J6 I6 J5 I4 K3 J2 C9 B11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B5 B6 C5 C6 D5 F4 D6 E5 D7 C8 C7 E4 A6 F3 G1 E2 E11 C11 C10 D4 I9 J9 I11 H11 F2 E3 D3 F1 F6 F5 H6 I5 H5 J4 K2 J3 I3 H4 H3 G4 G3 E1 G6;Blue
14;3;H1 H1 G7 I10 H10 G8 F8 F9 E9 D11 E10 E11 F10 F11 G10 G11 H11 H9 J8 I9 K9 J11 K11 K10 C10 H4 F5 F4 G4 H2 G3 G2 F2 F3 H3 I2 J2 I3 J3 I5 K4 J6 D5 E3 C4 D2 B3 C1 A2 D8 C8 C9 E8 E7 F7 F6 G6 G5 H5 I4 C3 D3 B2 B1 A1 D6 B7 C6 B6 B10 D9 D7 C5 C7 B8 B9 A10 A11 C11 J5 K5 K6;Blue
15;3;D1 F6 G6 G5 I4 H5 I5 H7 I7 I6 K5 J5 K4 J4 K3 J1 K1 J6 K6 J8 J7 H9 I8 I9 H8 G9 G8 F9 F8 E9 B10 C8 E8 D9 A9 B7 D8 C9 C10 B8 F7 E7 D7 E6 D6 E4 E5 F4 F5 G4 C5 D3 B4 C2 A3 B1 D4 E3 B2 C1 A2 A1 J3 G7 H6 K8 C4 D5 C6 C3 B3 A4 A5 K7 C11 J9 D10 E10 G1 H10 B11 A7;Blue
15;3;F4 F4 H4 G8 D8 G5 E6 F4 D5 D4 E4 F2 F3 G2 E3 E2 D2 D3 I1 G3 H3 G4 H5 G6 H6 G7 H8 H7 J6 I6 J5 I7 J7 I9 I8 G10 G9 F10 F9 E10 E9 D10 C9 B11 A11 B10 A10 B9 A9 B8 A8 B7 A7 B6 A6 B5 A5 B3 B4 C3 C4 C5 C6 C7 C8 D9 E8 C10 E7 D7 E5 F5 F6 F7 J1 H9 F8 K8 H1 J8 K7 A4;Blue
15;3;G4 G4 F6 F7 E7 D9 E8 E9 B10 C8 A9 B7 F9 F8 H6 G8 H8 H7 J6 I7 J7 I6 J5 J8 I8 K3 I5 G11 G9 I4 G6 F5 H4 I1 E10 G5 H5 G3 I2 J1 H2 H1 G2 G1 E2 F2 K1 J2 E3 F3 D6 E4 C5 D4 C4 D3 C3 D5 C6 D1 D2 E6 D8 C9 E11 E1 F1 C7 E5 F4 D11 J3 F11 F10 G10 H9 I9 I10 H10 H11 A8 A7;Blue
8;4;B8 B8 C4 D8 H7 H8 G8 F10 I9 H9 J7 I7 J6 I5 K4 J3 F7 G5 E6 F4 D5 D4 C5 C3 D3 E1 D2 D1 F2 E2 E3 E9 B10 B9 C9 C8 D9 E8 E7 F8 G7 I8 J8 I6 J5 K3 I4 J4 H5 G6 H6 H4 I3 H3 I2 A10 F6 E5 D6 E10 C11 C10 D10 D11 F1 H11 J10 A9 I1 I10 J9 F9 J11 G11 I11 H10 B1 K9 F5 G4 J1 G9;Blue
10;4;C6 C6 G7 I10 F9 H4 E5 G3 E4 E3 C4 D2 B3 C1 A2 D4 C5 D5 D6 C6 A7 B6 A6 B8 D7 D8 E7 E8 F7 G8 F8 E11 G10 G9 F10 B5 A5 B7 A8 A9 E9 D11 C10 D9 D10 C11 B11 J2 B4 C3 C2 D1 B2 B1 A1 E10 F11 E1 E6 E2 D3 I4 F5 F4 G4 H3 F2 G1 F1 G2 G5 H5 G6 H6 H7 I6 H8 H9 G11 J5 K5 K4;Blue
10;4;J9 J9 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 C9 D7 G7 F9 H8 G10 I9 H11 J10 J11 I11 J9 H10 G11 K10 K11 G9 F10 H9 G8 H7 F8 F7 D8 C7 C8 A9 B8 F5 A8 E7 B7 D6 H6 G6 H5 G5 H4 E3 A7 H1 K5 F11 J5 C5 B6 D5 D3 D4 C4 F1 E2 F2 G1 A1 A5 B5 B4 C3 C2 B3 B2 A2 A4 E11 I6 B1 K9;Blue
12;4;C7 C7 D5 D4 C5 C3 E4 F2 E3 E2 F3 G2 H3 I2 J2 I3 J3 I4 J4 I5 J5 I6 J6 I7 J7 I9 I8 H9 H8 G9 G8 F9 F8 E9 B10 E8 D8 D9 C8 E7 D6 I1 J1 D7 C7 C9 B9 B8 E6 F6 F5 G4 F4 G5 B11 D11 D10 C11 C10 E10 H1 H2 H4 H5 B2 B5 C4 B4 D3 D2 C2 A5 E1 K7 B1 A4 B3 K9 A7 A1 C1 J9;Blue
12;4;D9 D9 G5 E4 H3 F8 E7 F6 E6 F5 E5 F4 D4 D5 B6 C5 B5 C7 A8 B9 J6 H5 J4 J3 H4 G6 I3 K3 I5 H6 I6 H7 I7 H9 H8 G9 G8 F9 J8 I10 K9 J11 I9 H10 J10 I11 K10 K11 D8 C11 B10 C9 D9 C10 E10 E9 D10 C4 B4 C2 A3 B1 D3 E1 F2 E3 E2 F1 G1 F3 G2 G3 G10 F10 E11 C3 H1 B3 A4 B2 A2 A1;Blue
12;4;E5 E5 F6 G4 H4 G5 H5 G6 H6 G8 H8 H7 J6 I7 J7 I8 J8 I10 I9 H10 H9 G10 G9 F10 F9 E10 D9 C11 B10 E9 E8 F8 F7 G7 B11 I2 H3 H2 J2 I3 J3 I4 J4 I5 J5 I6 J1 J9 C10 G3 F3 F4 E4 D6 A7 C8 A9 A8 B8 B7 C7 C6 B6 C5 B5 C4 B4 C2 C3 D2 D3 E2 E3 G1 G2 H1 A2 B3 A3 A4 K9 K8;Blue
13;4;H7 H7 F6 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 I8 H9 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D1 B2 D6 C7 D7 C8 D8 C9 C10 D9 D10 F7 F8 I10 I7 C2 E9 I11 G6 G5 H5 I5 H6 I6 H7 C1 A10 H4 J7 D2 E1 B1 B3 A4 B4 A5 B5 A6 B6 A7 B7 A8 B8 A9 J6 K5 K6;Blue
14;4;C7 C7 D5 D4 C5 C3 E4 F2 E3 E2 F3 G2 H3 I2 J2 I3 J3 I4 J4 I5 J5 I6 J6 I7 J7 I9 I8 H9 H8 G9 G8 F9 F8 E9 B10 E8 D8 D9 C8 E7 D6 I1 J1 D7 C7 C9 B9 B8 E6 F6 F5 G4 F4 G5 B11 D11 D10 C11 C10 E10 H1 H2 H4 H5 B2 B5 C4 B4 D3 D2 C2 A5 E1 K7 B1 A4 B3 K9 A7 A1 C1 J9;Blue
14;4;D9 D9 G5 E4 H3 F8 E7 F6 E6 F5 E5 F4 D4 D5 B6 C5 B5 C7 A8 B9 J6 H5 J4 J3 H4 G6 I3 K3 I5 H6 I6 H7 I7 H9 H8 G9 G8 F9 J8 I10 K9 J11 I9 H10 J10 I11 K10 K11 D8 C11 B10 C9 D9 C10 E10 E9 D10 C4 B4 C2 A3 B1 D3 E1 F2 E3 E2 F1 G1 F3 G2 G3 G10 F10 E11 C3 H1 B3 A4 B2 A2 A1;Blue
14;4;H7 H7 F6 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 I8 H9 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D1 B2 D6 C7 D7 C8 D8 C9 C10 D9 D10 F7 F8 I10 I7 C2 E9 I11 G6 G5 H5 I5 H6 I6 H7 C1 A10 H4 J7 D2 E1 B1 B3 A4 B4 A5 B5 A6 B6 A7 B7 A8 B8 A9 J6 K5 K6;Blue
15;4;D8 D8 E5 D8 F7 F6 E7 E6 C7 D7 B9 B10 C9 C10 D9 D10 E9 E10 G9 F9 G8 F8 G7 G6 I5 J3 I4 I3 G4 G5 F5 D6 C6 D5 C5 D3 D4 E3 E4 F3 F4 G3 H3 I1 H2 H1 G2 G1 F2 F1 E2 E1 D2 D1 B2 C2 I2 J1 J2 K1 B3 C3 B4 C4 B5 E8 H10 H6 I6 H7 I7 H8 I8 H9 I9 A8 B1 A10 F11 J5 J4 K3;Blue
15;4;E6 E6 F6 G4 H4 G5 H5 G6 H6 G8 H8 H7 J6 I7 J7 I8 J8 I10 I9 H10 H9 G10 G9 F10 F9 E10 K9 J11 D10 E9 D9 E8 D8 E7 D6 D7 B8 C7 B7 C8 B9 C9 B10 C6 B6 C4 C5 D4 D5 E4 E5 F4 A5 B3 G3 B5 A6 B4 I6 J10 K10 K11 A4 A3 C3 D2 D3 E2 E3 F2 F3 G2 H2 H3 I3 I2 H1 I5 J4 J2 J3 K2;Blue
15;4;G2 G2 H4 G8 D8 F5 G6 F7 F6 E7 D7 E6 D6 E4 D4 D5 B6 C6 H7 H8 I8 I7 K6 J5 C7 C5 B5 B4 C4 E1 C3 C2 F2 E3 E2 F1 G1 F3 D2 D1 C11 D9 C9 C10 B10 A3 E5 F4 D3 E8 B11 C8 B8 B9 I1 H3 I3 I2 G5 J2 K2 K1 G4 G3 H2 J3 K3 J4 K4 K5 J6 I6 I5 H6 H5 G7 H1 A10 B1 B3 K7 A7;Blue
8;5;A6 A6 C4 C3 D3 D2 E2 E1 F2 G1 H2 G2 G3 F3 E3 E4 C5 D4 D5 E6 C7 D8 C9 C8 A9 B8 A8 B7 A7 B6 A6 B5 A5 B4 A4 B2 B3 C2 G4 F6 H5 G7 H7 H6 J5 I6 J6 I4 K3 J2 I3 J3 H4 I5 J4 K2 I7 A3 I8 I9 H9 G11 H10 H11 F10 E11 F11 G10 G9 E10 F9 E9 I1 I10 H1 J8 B1 K9 G5 G6 F5 E5;Blue
10;5;C8 C8 C4 D8 H7 H8 G8 F10 I9 H9 J7 I7 J6 I5 K4 J3 F7 E10 E9 D10 C10 D9 B9 C7 A8 B6 E6 F4 D5 D4 C5 D3 C3 D2 B2 B5 E4 F2 E3 E2 C2 B4 F3 G2 G3 H2 I2 I3 D1 E8 F8 C9 B10 C8 B8 B7 C6 D6 E5 F5 F6 G5 G6 H5 C11 A6 I11 K3 G4 H4 A7 A5 H10 J4 I1 K2 F11 G10 G9 F9 H1 I6;Blue
11;5;C11 C11 G7 H4 E5 E6 F5 F6 H5 G5 I4 I3 K2 J3 C7 B10 D7 D8 E7 E8 F7 G8 F8 E10 E9 D10 F9 F10 G9 G10 I9 H9 I8 H8 I7 H7 I6 H6 I5 H11 J10 J2 K1 C10 H10 G11 I10 I11 J11 J5 J4 K4 G4 H3 G3 H1 F2 F3 G2 F4 E4 E3 H2 I1 G1 G6 F1 D4 C5 C4 A5 B3 K7 B4 A4 A3 B2 C2 B5 D5 C6 D6;Blue
12;5;A3 A3 G7 I10 K10 H5 I5 J3 I4 I3 G4 G3 H3 I1 H2 F6 H4 H1 I2 J1 G2 G1 E2 F2 K1 J2 E3 F3 E4 F4 E5 F5 D7 D8 E7 E8 F7 G8 F8 E10 F9 F10 E9 D10 C9 B11 A11 B10 C10 C11 A10 B9 A9 B8 A8 B7 A7 B6 A6 B5 A5 B4 A4 B3 A3 B1 B2 C2 A2 A1 E6 G9 C8 H9 C3 D2 D3 K7 J7 J8 I8 I9;Blue
15;5;B10 B10 F6 F5 G5 H3 G4 G3 E4 F4 D6 E3 F3 G1 G2 H1 H2 I1 F2 F1 E2 E1 C2 D2 B4 C3 B3 C4 B5 C5 B6 C6 B7 C8 A9 B10 C7 D7 E6 F7 E7 E8 D8 C9 D9 C11 C10 B11 D10 D11 E10 E11 F10 F11 G10 G11 H10 H11 J10 I10 J9 I9 J8 I8 J7 I7 J6 I6 J5 I5 J4 I4 J3 I3 J1 K2 H4 H5 H6 H7 I11 A10;Blue
